x,y
7.3999999999998884,110.54937547700231
7.599999999999888,29.84877131084651
7.799999999999887,46.75951469499758
7.999999999999886,91.71520859439116
8.19999999999989,40.628781428448534
8.399999999999885,97.3505078162017
8.59999999999988,86.59427555415677
8.799999999999883,66.69127988573172
8.999999999999886,36.04701576316558
9.199999999999882,47.80358069712434
9.399999999999878,115.06622120104228
9.59999999999988,185.26230758020233
9.799999999999883,132.78820096258795
9.99999999999988,106.412119584036
10.199999999999875,82.28102452165726
10.399999999999878,144.5872754123104
10.59999999999988,43.39716205037193
10.799999999999876,83.15719306526967
10.999999999999872,102.35236913505786
11.199999999999875,98.59835741708721
11.399999999999878,34.58508240550039
11.599999999999874,176.50068198533555
11.79999999999987,240.49922966352236
11.999999999999872,144.78276826008735
12.199999999999875,215.93085179925225
12.39999999999987,109.48034569655994
12.599999999999866,133.4654664665044
12.79999999999987,156.58317070129473
12.999999999999872,159.6725775295898
13.199999999999868,171.2722376654409
13.399999999999864,257.1197102795579
13.599999999999866,132.01128150656714
13.79999999999987,192.2642748323121
13.999999999999865,221.4869846128867
14.19999999999986,146.50568082617679
14.399999999999864,159.46021854666134
14.599999999999866,234.94225313341286
14.799999999999862,240.72821006075193
14.999999999999858,170.60571456095934
15.19999999999986,237.74407962987544
15.399999999999864,215.70536832198468
15.59999999999986,318.88065965852513
15.799999999999855,194.57848240078403
15.999999999999858,269.5818359093215
16.19999999999986,269.28767679183125
16.399999999999856,292.3572983062282
16.599999999999852,269.75037997046655
16.799999999999855,332.17049162833257
16.999999999999858,273.2679466125499
17.199999999999854,299.1112760633586
17.39999999999985,279.90009411362416
17.599999999999852,251.01887927777258
17.799999999999855,298.62611674160854
17.99999999999985,334.7975369765895
18.199999999999847,269.61881213746744
18.39999999999985,393.8669045332423
18.599999999999852,383.8788193756195
18.799999999999848,290.4062898543064
18.999999999999844,442.82968909262365
19.199999999999847,352.1771655167797
19.39999999999985,340.5392484297363
19.599999999999845,337.83967180200347
19.79999999999984,377.5648380013009
19.999999999999844,374.9230041293059
20.199999999999847,452.20059210172093
20.399999999999842,465.48880341312884
20.599999999999838,467.3318565902264
20.79999999999984,458.7476127638064
20.999999999999844,408.2651571593567
21.19999999999984,527.4529390466835
21.399999999999835,558.92426136117
21.599999999999838,479.1982255518573
21.79999999999984,403.36905773507624
21.999999999999837,442.93412859669235
22.199999999999832,483.0531069527749
22.399999999999835,566.7069492035786
22.599999999999838,436.2725432725951
22.799999999999834,532.2150084980547
22.99999999999983,550.1428858873556
23.199999999999832,572.5684384450627
23.399999999999835,560.2327015837052
23.59999999999983,523.6133352713366
23.799999999999827,578.2170771393216
